policy_id,customer_id,fuel,vehicle_segment,premium,bodily_injury_liability,personal_injury_protection,property_damage_liability,collision,comprehensive,date_of_purchase
12978,1033,Petrol,B,1778,TRUE,FALSE,TRUE,FALSE,FALSE,1528416000
12979,1034,Petrol,B,1368,FALSE,FALSE,FALSE,FALSE,TRUE,1529625600
12980,1035,Petrol,B,1744,FALSE,TRUE,TRUE,TRUE,TRUE,1529539200
12981,1036,Petrol,B,844,TRUE,FALSE,FALSE,FALSE,TRUE,1528588800
12982,1037,Petrol,B,1769,TRUE,TRUE,TRUE,TRUE,TRUE,1528761600
12983,1038,Petrol,B,873,TRUE,TRUE,TRUE,TRUE,FALSE,1527897600
12984,1039,Petrol,B,2088,TRUE,TRUE,FALSE,FALSE,TRUE,1528329600
12985,1040,Petrol,B,520,FALSE,TRUE,FALSE,TRUE,FALSE,1528070400
12986,1041,Petrol,B,1642,TRUE,TRUE,FALSE,TRUE,TRUE,1528761600
12987,1042,Petrol,B,1261,TRUE,TRUE,TRUE,FALSE,TRUE,1529971200
12988,1043,Petrol,B,2266,FALSE,FALSE,TRUE,TRUE,FALSE,1529798400
12989,1044,Petrol,B,2302,FALSE,FALSE,TRUE,TRUE,TRUE,1530057600
12990,1045,Petrol,B,2191,FALSE,TRUE,TRUE,FALSE,TRUE,1528329600
12991,1046,Petrol,B,620,TRUE,FALSE,FALSE,TRUE,FALSE,1530230400
12992,1047,Petrol,B,874,TRUE,TRUE,TRUE,FALSE,TRUE,1528588800
12993,1048,Petrol,B,1217,TRUE,FALSE,TRUE,FALSE,TRUE,1529280000
12994,1049,Petrol,B,586,FALSE,TRUE,FALSE,TRUE,FALSE,1528934400
12995,1050,Petrol,B,972,FALSE,TRUE,TRUE,FALSE,TRUE,1529366400
12996,1051,Petrol,B,958,TRUE,TRUE,FALSE,TRUE,FALSE,1529193600
12997,1052,Petrol,B,1971,TRUE,TRUE,FALSE,TRUE,FALSE,1529107200
12998,1053,Petrol,B,1225,TRUE,TRUE,TRUE,FALSE,FALSE,1528070400
12999,1054,Petrol,B,1789,FALSE,TRUE,TRUE,FALSE,TRUE,1529884800
13000,1055,Petrol,B,523,FALSE,TRUE,FALSE,TRUE,TRUE,1530230400
13001,1056,Petrol,B,1548,TRUE,TRUE,TRUE,TRUE,TRUE,1529712000
13002,1057,Petrol,B,1524,FALSE,FALSE,TRUE,FALSE,FALSE,1528243200
13003,1058,Petrol,B,752,TRUE,FALSE,TRUE,FALSE,TRUE,1529280000
13004,1059,Petrol,B,1787,FALSE,TRUE,TRUE,FALSE,FALSE,1528329600
13005,1060,Petrol,B,1416,TRUE,FALSE,FALSE,TRUE,TRUE,1527897600
13006,1061,Petrol,B,1685,TRUE,FALSE,FALSE,TRUE,TRUE,1529107200
13007,1062,Petrol,B,920,FALSE,FALSE,FALSE,FALSE,FALSE,1529020800
13008,1063,Petrol,B,1976,TRUE,TRUE,TRUE,FALSE,TRUE,1529798400
13009,1064,Petrol,B,2353,TRUE,TRUE,TRUE,TRUE,FALSE,1528675200
13010,1065,Petrol,B,1045,TRUE,FALSE,TRUE,TRUE,FALSE,1529366400
13011,1066,Petrol,B,1998,TRUE,FALSE,TRUE,FALSE,FALSE,1528934400
13012,1067,Petrol,B,593,FALSE,FALSE,TRUE,FALSE,TRUE,1527984000
13013,1068,Petrol,B,1994,TRUE,TRUE,FALSE,TRUE,FALSE,1528243200
13014,1069,Petrol,B,1595,FALSE,FALSE,FALSE,FALSE,TRUE,1528848000
13015,1070,Petrol,B,2181,FALSE,TRUE,FALSE,TRUE,FALSE,1529625600
13016,1071,Petrol,B,2403,FALSE,FALSE,TRUE,TRUE,FALSE,1529107200
13017,1072,Petrol,B,1918,TRUE,FALSE,FALSE,TRUE,FALSE,1528416000
13018,1073,Petrol,B,1651,FALSE,TRUE,TRUE,FALSE,TRUE,1528675200
13019,1074,Petrol,B,541,TRUE,TRUE,TRUE,FALSE,FALSE,1530144000
13020,1075,Petrol,B,1164,TRUE,TRUE,FALSE,FALSE,FALSE,1530316800
13021,1076,Petrol,B,2289,FALSE,TRUE,FALSE,FALSE,FALSE,1529107200
13022,1077,Petrol,B,1519,FALSE,TRUE,TRUE,FALSE,TRUE,1528675200
13023,1078,Petrol,B,1840,TRUE,FALSE,TRUE,TRUE,TRUE,1528156800
13024,1079,Petrol,B,1798,FALSE,FALSE,FALSE,FALSE,TRUE,1529452800
13025,1080,Petrol,B,933,FALSE,FALSE,TRUE,TRUE,FALSE,1529020800
13026,1081,Petrol,B,2291,FALSE,FALSE,FALSE,TRUE,TRUE,1530057600
13027,1082,Petrol,B,648,TRUE,FALSE,FALSE,TRUE,FALSE,1530144000
13028,1083,Petrol,B,1933,TRUE,FALSE,TRUE,FALSE,FALSE,1529971200
13029,1084,Petrol,B,911,FALSE,FALSE,FALSE,FALSE,FALSE,1530230400
13030,1085,Petrol,B,2299,TRUE,FALSE,TRUE,TRUE,TRUE,1528588800
13031,1086,Petrol,B,620,FALSE,TRUE,TRUE,FALSE,FALSE,1530057600
13032,1087,Petrol,B,2418,FALSE,TRUE,FALSE,TRUE,FALSE,1530057600
13033,1088,Petrol,B,1785,TRUE,FALSE,FALSE,FALSE,FALSE,1529280000
13034,1089,Petrol,B,2139,TRUE,TRUE,TRUE,FALSE,FALSE,1528070400
13035,1090,Petrol,B,2023,FALSE,TRUE,TRUE,TRUE,TRUE,1529712000
13036,1091,Petrol,B,2099,FALSE,FALSE,FALSE,FALSE,TRUE,1528243200
13037,1092,Petrol,B,1559,TRUE,FALSE,FALSE,TRUE,FALSE,1529366400
13038,1093,Petrol,B,1277,FALSE,FALSE,FALSE,TRUE,TRUE,1528675200
13039,1094,Petrol,B,2487,TRUE,TRUE,FALSE,FALSE,TRUE,1530230400
13040,1095,Petrol,B,1717,FALSE,FALSE,FALSE,TRUE,TRUE,1527897600
13041,1096,Petrol,B,2342,TRUE,TRUE,FALSE,FALSE,FALSE,1528934400
13042,1097,Petrol,B,717,FALSE,TRUE,TRUE,TRUE,FALSE,1527811200
13043,1098,Petrol,B,1533,FALSE,FALSE,FALSE,TRUE,FALSE,1529107200
13044,1099,Petrol,B,751,TRUE,FALSE,TRUE,FALSE,FALSE,1529712000
13045,1100,Petrol,B,2277,TRUE,FALSE,FALSE,FALSE,TRUE,1532822400
13046,1101,Petrol,B,2205,FALSE,FALSE,FALSE,FALSE,TRUE,1530835200
13047,1102,Petrol,B,1095,TRUE,FALSE,FALSE,FALSE,TRUE,1530748800
13048,1103,Petrol,B,552,FALSE,FALSE,TRUE,TRUE,TRUE,1532304000
13049,1104,Petrol,B,2489,TRUE,FALSE,TRUE,FALSE,FALSE,1532390400
13050,1105,Petrol,B,2345,TRUE,TRUE,TRUE,FALSE,FALSE,1532131200
13051,1106,Petrol,B,1712,FALSE,FALSE,TRUE,FALSE,FALSE,1530748800
13052,1107,Petrol,B,2326,TRUE,FALSE,TRUE,TRUE,TRUE,1532304000
13053,1108,Petrol,B,505,FALSE,FALSE,FALSE,TRUE,TRUE,1530835200
13054,1109,Petrol,B,882,FALSE,FALSE,FALSE,FALSE,TRUE,1532304000
13055,1110,Petrol,B,837,TRUE,FALSE,FALSE,TRUE,FALSE,1531872000
13056,1111,Petrol,B,2418,FALSE,TRUE,TRUE,FALSE,TRUE,1530576000
13057,1112,Petrol,B,625,FALSE,TRUE,TRUE,TRUE,FALSE,1532390400
13058,1113,Petrol,B,1643,TRUE,TRUE,FALSE,TRUE,FALSE,1532044800
13059,1114,Petrol,B,1564,FALSE,FALSE,FALSE,TRUE,FALSE,1532736000
13060,1115,Petrol,B,1642,FALSE,FALSE,FALSE,TRUE,TRUE,1531440000
13061,1116,Petrol,B,1354,FALSE,TRUE,FALSE,FALSE,FALSE,1532390400
13062,1117,Petrol,B,1614,TRUE,TRUE,FALSE,FALSE,TRUE,1531440000
13063,1118,Petrol,B,1764,TRUE,TRUE,TRUE,FALSE,TRUE,1530576000
13064,1119,Petrol,B,1848,TRUE,TRUE,TRUE,FALSE,TRUE,1531872000
13065,1120,Petrol,B,953,TRUE,TRUE,FALSE,TRUE,TRUE,1531008000
13066,1121,Petrol,B,2009,FALSE,FALSE,FALSE,FALSE,TRUE,1530576000
13067,1122,Petrol,B,1726,FALSE,TRUE,FALSE,TRUE,TRUE,1532563200
13068,1123,Petrol,B,741,TRUE,TRUE,TRUE,FALSE,TRUE,1532476800
13069,1124,Petrol,B,2467,FALSE,FALSE,TRUE,FALSE,FALSE,1531785600
13070,1125,Petrol,B,775,FALSE,TRUE,TRUE,TRUE,TRUE,1531612800
13071,1126,Petrol,B,1545,TRUE,FALSE,FALSE,TRUE,FALSE,1531958400
13072,1127,Petrol,B,631,TRUE,FALSE,FALSE,TRUE,TRUE,1531526400
13073,1128,Petrol,B,2250,TRUE,TRUE,TRUE,FALSE,FALSE,1532390400
13074,1129,Petrol,B,1741,FALSE,FALSE,FALSE,TRUE,FALSE,1530921600
13075,1130,Petrol,B,1668,FALSE,TRUE,FALSE,TRUE,FALSE,1532736000
13076,1131,Petrol,B,1303,TRUE,TRUE,TRUE,FALSE,TRUE,1532044800
13077,1132,Petrol,B,691,TRUE,FALSE,TRUE,TRUE,FALSE,1530921600
13078,1133,Petrol,B,1157,TRUE,FALSE,TRUE,TRUE,FALSE,1530921600
13079,1134,Petrol,B,648,TRUE,FALSE,FALSE,TRUE,FALSE,1531526400
13080,1135,Petrol,B,563,FALSE,FALSE,TRUE,TRUE,TRUE,1530748800
13081,1136,Petrol,B,2040,TRUE,TRUE,TRUE,FALSE,TRUE,1530489600
13082,1137,Petrol,B,1211,FALSE,FALSE,TRUE,FALSE,FALSE,1531267200
13083,1138,Petrol,B,1666,FALSE,TRUE,TRUE,TRUE,FALSE,1531526400
13084,1139,Petrol,B,1140,FALSE,TRUE,FALSE,FALSE,FALSE,1531440000
13085,1140,Petrol,B,2108,FALSE,FALSE,FALSE,FALSE,TRUE,1532217600
13086,1141,Petrol,B,1734,TRUE,FALSE,FALSE,FALSE,TRUE,1531094400
13087,1142,Petrol,B,1281,FALSE,FALSE,FALSE,FALSE,FALSE,1531180800
13088,1143,Petrol,B,1926,FALSE,FALSE,TRUE,FALSE,TRUE,1530748800
13089,1144,Petrol,B,2095,TRUE,FALSE,FALSE,TRUE,FALSE,1532736000
13090,1145,Petrol,B,2199,FALSE,FALSE,TRUE,TRUE,TRUE,1532563200
13091,1146,Petrol,B,611,TRUE,FALSE,FALSE,TRUE,FALSE,1531699200
13092,1147,Petrol,B,2117,TRUE,TRUE,TRUE,TRUE,TRUE,1530489600
13093,1148,Petrol,B,1427,FALSE,FALSE,FALSE,TRUE,TRUE,1532304000
13094,1149,Petrol,B,2141,FALSE,TRUE,TRUE,TRUE,TRUE,1531440000
13095,1150,Petrol,B,1286,TRUE,TRUE,TRUE,TRUE,TRUE,1531958400
13096,1151,Petrol,B,521,TRUE,TRUE,TRUE,FALSE,FALSE,1532563200
13097,1152,Petrol,B,1002,FALSE,TRUE,TRUE,FALSE,TRUE,1531872000
13098,1153,Petrol,B,1425,TRUE,FALSE,FALSE,FALSE,FALSE,1532908800
13099,1154,Petrol,B,1796,TRUE,TRUE,FALSE,TRUE,TRUE,1530662400
13100,1155,Petrol,B,1627,TRUE,TRUE,TRUE,TRUE,FALSE,1531267200
13101,1156,Petrol,B,1019,TRUE,FALSE,TRUE,FALSE,FALSE,1532476800
13102,1157,Petrol,B,1492,FALSE,FALSE,FALSE,TRUE,FALSE,1531526400
13103,1158,Petrol,B,2220,FALSE,TRUE,TRUE,TRUE,TRUE,1531094400
13104,1159,Petrol,B,705,FALSE,TRUE,FALSE,TRUE,TRUE,1531612800
13105,1160,Petrol,B,1925,TRUE,FALSE,FALSE,FALSE,FALSE,1530835200
13106,1161,Petrol,B,1673,TRUE,FALSE,FALSE,FALSE,TRUE,1531267200
13107,1162,Petrol,B,2359,TRUE,TRUE,TRUE,TRUE,TRUE,1532044800
13108,1163,Petrol,B,1857,TRUE,TRUE,FALSE,TRUE,TRUE,1530489600
13109,1164,Petrol,B,2235,TRUE,FALSE,FALSE,TRUE,TRUE,1532736000
13110,1165,Petrol,B,1192,TRUE,TRUE,TRUE,FALSE,FALSE,1531612800
13111,1166,Petrol,B,1490,FALSE,TRUE,FALSE,TRUE,TRUE,1531440000
13112,1167,Petrol,B,2156,TRUE,TRUE,TRUE,TRUE,TRUE,1531612800
13113,1168,Petrol,B,2241,FALSE,TRUE,FALSE,TRUE,FALSE,1530748800
13114,1169,Petrol,B,2052,FALSE,TRUE,TRUE,TRUE,FALSE,1531008000
13115,1170,Petrol,B,1371,FALSE,TRUE,FALSE,TRUE,TRUE,1531180800
13116,1171,Petrol,B,1351,TRUE,TRUE,FALSE,TRUE,FALSE,1532217600
13117,1172,Petrol,B,1008,FALSE,FALSE,FALSE,TRUE,FALSE,1531267200
13118,1173,Petrol,B,1798,FALSE,TRUE,FALSE,TRUE,FALSE,1530662400
13119,1174,Petrol,B,1253,FALSE,TRUE,TRUE,TRUE,FALSE,1530403200
13120,1175,Petrol,B,1939,TRUE,FALSE,FALSE,FALSE,FALSE,1531008000
13121,1176,Petrol,B,2475,TRUE,FALSE,TRUE,FALSE,FALSE,1532476800
13122,1177,Petrol,B,1949,FALSE,TRUE,FALSE,FALSE,TRUE,1531440000
13123,1178,Petrol,B,1143,TRUE,FALSE,TRUE,TRUE,TRUE,1532476800
13124,1179,Petrol,B,2084,FALSE,TRUE,FALSE,TRUE,FALSE,1530403200
13125,1180,Petrol,B,2434,TRUE,TRUE,FALSE,FALSE,TRUE,1532217600
13126,1181,Petrol,B,2313,FALSE,FALSE,FALSE,TRUE,FALSE,1532476800
13127,1182,Petrol,B,500,FALSE,TRUE,FALSE,FALSE,FALSE,1532476800
13128,1183,Petrol,B,1977,TRUE,FALSE,TRUE,FALSE,TRUE,1532908800
13129,1184,Petrol,B,1195,TRUE,TRUE,TRUE,FALSE,FALSE,1532044800
13130,1185,Petrol,B,1163,FALSE,FALSE,FALSE,FALSE,TRUE,1531526400
13131,1186,Petrol,B,2010,TRUE,FALSE,FALSE,TRUE,TRUE,1531699200
13132,1187,Petrol,B,532,TRUE,TRUE,TRUE,FALSE,TRUE,1531785600
13133,1188,Petrol,B,2478,FALSE,FALSE,FALSE,FALSE,FALSE,1532304000
13134,1189,Petrol,B,1388,TRUE,FALSE,FALSE,FALSE,FALSE,1531612800
13135,1190,Petrol,B,1076,TRUE,FALSE,FALSE,FALSE,FALSE,1532390400
13136,1191,Petrol,B,564,FALSE,FALSE,TRUE,TRUE,TRUE,1530403200
13137,1192,Petrol,B,1225,FALSE,FALSE,TRUE,FALSE,FALSE,1531785600
13138,1193,Petrol,B,2295,FALSE,TRUE,TRUE,TRUE,FALSE,1532476800
13139,1194,Petrol,B,2285,TRUE,FALSE,TRUE,TRUE,TRUE,1532304000
13140,1195,Petrol,B,508,TRUE,FALSE,TRUE,TRUE,FALSE,1532736000
13141,1196,Petrol,B,1967,TRUE,FALSE,FALSE,FALSE,TRUE,1530835200
13142,1197,Petrol,B,1553,FALSE,FALSE,TRUE,TRUE,TRUE,1531180800
13143,1198,Petrol,B,2141,FALSE,TRUE,FALSE,FALSE,FALSE,1530576000
13144,1199,Petrol,B,2102,TRUE,FALSE,TRUE,TRUE,FALSE,1532822400
13145,1200,Petrol,B,1662,FALSE,TRUE,TRUE,TRUE,FALSE,1533427200
13146,1201,Petrol,B,910,FALSE,TRUE,FALSE,FALSE,FALSE,1535328000
13147,1202,Petrol,B,2402,FALSE,TRUE,FALSE,TRUE,FALSE,1533859200
13148,1203,Petrol,B,1731,TRUE,FALSE,FALSE,FALSE,FALSE,1534550400
13149,1204,Petrol,B,557,TRUE,FALSE,TRUE,TRUE,FALSE,1535068800
13150,1205,Petrol,B,1377,TRUE,FALSE,FALSE,TRUE,FALSE,1533859200
13151,1206,Petrol,B,2301,TRUE,FALSE,FALSE,FALSE,FALSE,1535587200
13152,1207,Petrol,B,1157,FALSE,FALSE,TRUE,FALSE,FALSE,1533254400
13153,1208,Petrol,B,629,TRUE,FALSE,TRUE,TRUE,FALSE,1533513600
13154,1209,Petrol,B,2255,FALSE,TRUE,FALSE,TRUE,FALSE,1535587200
13155,1210,Petrol,B,974,FALSE,TRUE,TRUE,FALSE,FALSE,1533168000
13156,1211,Petrol,B,1399,TRUE,FALSE,FALSE,TRUE,FALSE,1534464000
13157,1212,Petrol,B,1612,FALSE,TRUE,TRUE,FALSE,FALSE,1533168000
13158,1213,Petrol,B,2410,TRUE,FALSE,TRUE,TRUE,TRUE,1533254400
13159,1214,Petrol,B,1545,FALSE,TRUE,FALSE,TRUE,TRUE,1535241600
13160,1215,Petrol,B,1566,TRUE,TRUE,FALSE,FALSE,TRUE,1534204800
13161,1216,Petrol,B,703,TRUE,FALSE,FALSE,TRUE,TRUE,1534982400
13162,1217,Petrol,B,1441,TRUE,TRUE,TRUE,TRUE,TRUE,1535155200
13163,1218,Petrol,B,1005,TRUE,TRUE,TRUE,FALSE,TRUE,1533254400
13164,1219,Petrol,B,2163,TRUE,FALSE,FALSE,TRUE,FALSE,1533340800
13165,1220,Petrol,B,1835,TRUE,FALSE,TRUE,TRUE,TRUE,1534204800
13166,1221,Petrol,B,2033,FALSE,TRUE,TRUE,TRUE,TRUE,1535241600
13167,1222,Petrol,B,1950,TRUE,TRUE,FALSE,FALSE,FALSE,1534464000
13168,1223,Petrol,B,699,FALSE,FALSE,TRUE,FALSE,TRUE,1534723200
13169,1224,Petrol,B,817,FALSE,FALSE,TRUE,FALSE,FALSE,1535587200
13170,1225,Petrol,B,2435,TRUE,FALSE,TRUE,FALSE,TRUE,1534204800
13171,1226,Petrol,B,1216,FALSE,FALSE,FALSE,TRUE,FALSE,1534896000
13172,1227,Petrol,B,705,FALSE,TRUE,TRUE,TRUE,FALSE,1533859200
13173,1228,Petrol,B,2443,FALSE,FALSE,TRUE,TRUE,TRUE,1534464000
13174,1229,Petrol,B,1398,TRUE,FALSE,TRUE,FALSE,FALSE,1535241600
13175,1230,Petrol,B,2471,FALSE,TRUE,TRUE,TRUE,TRUE,1535068800
13176,1231,Petrol,B,1854,TRUE,FALSE,TRUE,TRUE,FALSE,1534896000
13177,1232,Petrol,B,675,FALSE,FALSE,TRUE,FALSE,TRUE,1535414400
13178,1233,Petrol,B,1035,TRUE,FALSE,FALSE,FALSE,FALSE,1535587200
13179,1234,Petrol,B,926,TRUE,TRUE,FALSE,TRUE,FALSE,1533427200
13180,1235,Petrol,B,2171,FALSE,TRUE,TRUE,TRUE,TRUE,1534032000
13181,1236,Petrol,B,2064,TRUE,TRUE,FALSE,TRUE,FALSE,1535587200
13182,1237,Petrol,B,934,TRUE,TRUE,FALSE,TRUE,TRUE,1535155200
13183,1238,Petrol,B,1681,FALSE,TRUE,TRUE,TRUE,TRUE,1533600000
13184,1239,Petrol,B,1556,TRUE,FALSE,TRUE,FALSE,TRUE,1534464000
13185,1240,Petrol,B,2111,TRUE,FALSE,FALSE,TRUE,TRUE,1534896000
13186,1241,Petrol,B,2048,FALSE,FALSE,TRUE,TRUE,TRUE,1534982400
13187,1242,Petrol,B,507,FALSE,FALSE,FALSE,TRUE,FALSE,1533600000
13188,1243,Petrol,B,1799,TRUE,FALSE,FALSE,FALSE,TRUE,1534118400
13189,1244,Petrol,B,2292,TRUE,FALSE,TRUE,TRUE,FALSE,1533945600
13190,1245,Petrol,B,2143,FALSE,FALSE,TRUE,FALSE,FALSE,1534982400
13191,1246,Petrol,B,2198,FALSE,TRUE,TRUE,TRUE,TRUE,1534464000
13192,1247,Petrol,B,581,TRUE,FALSE,FALSE,TRUE,FALSE,1533686400
13193,1248,Petrol,B,2364,TRUE,TRUE,FALSE,FALSE,FALSE,1534204800
13194,1249,Petrol,B,533,TRUE,FALSE,TRUE,FALSE,FALSE,1533600000
13195,1250,Petrol,B,1911,TRUE,TRUE,TRUE,FALSE,TRUE,1534982400
13196,1251,Petrol,B,1559,FALSE,FALSE,TRUE,FALSE,TRUE,1534809600
13197,1252,Petrol,B,2477,FALSE,FALSE,FALSE,TRUE,FALSE,1534377600
13198,1253,Petrol,B,878,FALSE,FALSE,FALSE,FALSE,FALSE,1534896000
13199,1254,Petrol,B,1090,FALSE,FALSE,TRUE,FALSE,FALSE,1533340800
13200,1255,Petrol,B,909,FALSE,FALSE,FALSE,TRUE,TRUE,1535068800
13201,1256,Petrol,B,833,FALSE,TRUE,FALSE,FALSE,FALSE,1533945600
13202,1257,Petrol,B,1031,TRUE,TRUE,TRUE,FALSE,FALSE,1533427200
13203,1258,Petrol,B,1947,FALSE,TRUE,FALSE,TRUE,FALSE,1534982400
13204,1259,Petrol,B,1757,TRUE,TRUE,FALSE,TRUE,TRUE,1534550400
13205,1260,Petrol,B,993,FALSE,FALSE,TRUE,TRUE,FALSE,1533168000
13206,1261,Petrol,B,1078,FALSE,TRUE,TRUE,FALSE,TRUE,1533427200
13207,1262,Petrol,B,1349,FALSE,TRUE,TRUE,FALSE,FALSE,1534723200
13208,1263,Petrol,B,1801,TRUE,FALSE,TRUE,FALSE,TRUE,1533427200
13209,1264,Petrol,B,511,TRUE,FALSE,FALSE,FALSE,TRUE,1533254400
13210,1265,Petrol,B,1709,FALSE,FALSE,FALSE,TRUE,TRUE,1534982400
13211,1266,Petrol,B,973,FALSE,TRUE,TRUE,FALSE,TRUE,1533686400
13212,1267,Petrol,B,747,FALSE,FALSE,TRUE,FALSE,TRUE,1534636800
13213,1268,Petrol,B,1102,TRUE,FALSE,FALSE,TRUE,FALSE,1533513600
13214,1269,Petrol,B,1878,FALSE,TRUE,FALSE,TRUE,TRUE,1534291200
13215,1270,Petrol,B,975,FALSE,TRUE,FALSE,FALSE,FALSE,1534464000
13216,1271,Petrol,B,803,TRUE,TRUE,FALSE,FALSE,TRUE,1534636800
13217,1272,Petrol,B,2339,TRUE,TRUE,FALSE,TRUE,TRUE,1535587200
13218,1273,Petrol,B,1340,TRUE,FALSE,TRUE,FALSE,FALSE,1534464000
13219,1274,Petrol,B,1539,TRUE,TRUE,FALSE,TRUE,TRUE,1534377600
13220,1275,Petrol,B,1364,FALSE,FALSE,FALSE,TRUE,TRUE,1534982400
13221,1276,Petrol,B,1083,TRUE,FALSE,FALSE,FALSE,TRUE,1535241600
13222,1277,Petrol,B,2380,TRUE,FALSE,TRUE,TRUE,FALSE,1535587200
13223,1278,Petrol,B,2238,FALSE,TRUE,FALSE,FALSE,TRUE,1535155200
13224,1279,Petrol,B,2192,FALSE,TRUE,TRUE,TRUE,TRUE,1535587200
13225,1280,Petrol,B,1302,TRUE,TRUE,FALSE,FALSE,FALSE,1534464000
13226,1281,Petrol,B,773,TRUE,FALSE,FALSE,TRUE,FALSE,1533513600
13227,1282,Petrol,B,2107,FALSE,TRUE,FALSE,TRUE,FALSE,1535414400
13228,1283,Petrol,B,1212,TRUE,FALSE,TRUE,FALSE,TRUE,1535155200
13229,1284,Petrol,B,1090,FALSE,FALSE,TRUE,TRUE,FALSE,1535414400
13230,1285,Petrol,B,1689,FALSE,TRUE,TRUE,TRUE,TRUE,1533945600
13231,1286,Petrol,B,1390,FALSE,FALSE,TRUE,TRUE,FALSE,1533945600
13232,1287,Petrol,B,2403,TRUE,TRUE,FALSE,FALSE,TRUE,1534464000
13233,1288,Petrol,B,1525,TRUE,FALSE,TRUE,TRUE,FALSE,1535587200
13234,1289,Petrol,B,2268,FALSE,TRUE,TRUE,TRUE,TRUE,1533600000
13235,1290,Petrol,B,1261,FALSE,FALSE,FALSE,TRUE,TRUE,1535241600
13236,1291,Petrol,B,1538,FALSE,TRUE,TRUE,TRUE,TRUE,1533168000
13237,1292,Petrol,B,1536,TRUE,FALSE,FALSE,TRUE,TRUE,1534464000
13238,1293,Petrol,B,1704,FALSE,TRUE,TRUE,FALSE,FALSE,1534204800
13239,1294,Petrol,B,2018,FALSE,TRUE,TRUE,TRUE,TRUE,1534550400
13240,1295,Petrol,B,1967,FALSE,TRUE,TRUE,FALSE,FALSE,1534809600
13241,1296,Petrol,B,1884,TRUE,FALSE,FALSE,TRUE,TRUE,1533686400
13242,1297,Petrol,B,2253,TRUE,FALSE,TRUE,FALSE,TRUE,1533254400
13243,1298,Petrol,B,1969,TRUE,FALSE,TRUE,FALSE,TRUE,1535241600
13244,1299,Petrol,B,667,FALSE,FALSE,FALSE,FALSE,FALSE,1533254400
13245,1300,Petrol,B,1584,FALSE,FALSE,FALSE,FALSE,TRUE,1535932800
13246,1301,Petrol,B,577,TRUE,FALSE,TRUE,FALSE,TRUE,1536883200
13247,1302,Petrol,B,2441,FALSE,FALSE,TRUE,FALSE,FALSE,1538179200
13248,1303,Petrol,B,616,TRUE,FALSE,TRUE,TRUE,TRUE,1537401600
13249,1304,Petrol,B,1801,TRUE,TRUE,FALSE,TRUE,FALSE,1536710400
13250,1305,Petrol,B,1613,FALSE,FALSE,TRUE,FALSE,TRUE,1537315200
13251,1306,Petrol,B,1893,FALSE,TRUE,FALSE,FALSE,TRUE,1535760000
13252,1307,Petrol,B,1280,FALSE,TRUE,TRUE,TRUE,TRUE,1537228800
13253,1308,Petrol,B,1698,TRUE,TRUE,FALSE,FALSE,FALSE,1537920000
13254,1309,Petrol,B,578,FALSE,TRUE,FALSE,FALSE,TRUE,1537747200
13255,1310,Petrol,B,2085,FALSE,FALSE,TRUE,TRUE,FALSE,1538092800
13256,1311,Petrol,B,1258,FALSE,FALSE,TRUE,TRUE,FALSE,1536624000
13257,1312,Petrol,B,1150,TRUE,TRUE,TRUE,TRUE,FALSE,1535760000
13258,1313,Petrol,B,762,TRUE,TRUE,FALSE,TRUE,FALSE,1536969600
13259,1314,Petrol,B,1418,FALSE,FALSE,FALSE,FALSE,FALSE,1535846400
13260,1315,Petrol,B,1784,TRUE,TRUE,TRUE,TRUE,TRUE,1536105600
13261,1316,Petrol,B,1278,FALSE,TRUE,TRUE,FALSE,TRUE,1537056000
13262,1317,Petrol,B,1312,FALSE,TRUE,TRUE,FALSE,TRUE,1536710400
13263,1318,Petrol,B,1755,FALSE,TRUE,TRUE,TRUE,FALSE,1537228800
13264,1319,Petrol,B,954,TRUE,TRUE,FALSE,FALSE,FALSE,1536710400
13265,1320,Petrol,B,1451,FALSE,TRUE,FALSE,TRUE,TRUE,1535760000
13266,1321,Petrol,B,2485,TRUE,FALSE,TRUE,TRUE,TRUE,1536192000
13267,1322,Petrol,B,2380,FALSE,TRUE,TRUE,FALSE,TRUE,1536364800
13268,1323,Petrol,B,1573,TRUE,TRUE,FALSE,FALSE,TRUE,1536796800
13269,1324,Petrol,B,2220,FALSE,FALSE,FALSE,TRUE,TRUE,1536019200
13270,1325,Petrol,B,2070,FALSE,TRUE,TRUE,TRUE,FALSE,1536451200
13271,1326,Petrol,B,1995,FALSE,FALSE,TRUE,TRUE,TRUE,1537056000
13272,1327,Petrol,B,578,FALSE,FALSE,FALSE,FALSE,TRUE,1538179200
13273,1328,Petrol,B,1142,FALSE,TRUE,FALSE,FALSE,TRUE,1537142400
13274,1329,Petrol,B,2023,TRUE,TRUE,FALSE,TRUE,TRUE,1538006400
13275,1330,Petrol,B,2391,FALSE,TRUE,TRUE,FALSE,FALSE,1536969600
13276,1331,Petrol,B,1337,TRUE,TRUE,TRUE,FALSE,FALSE,1536364800
13277,1332,Petrol,B,2384,FALSE,FALSE,FALSE,TRUE,TRUE,1537056000
13278,1333,Petrol,B,1782,FALSE,TRUE,FALSE,FALSE,FALSE,1536451200
13279,1334,Petrol,B,2458,FALSE,FALSE,FALSE,TRUE,TRUE,1538265600
13280,1335,Petrol,B,1680,TRUE,FALSE,TRUE,TRUE,FALSE,1538006400
13281,1336,Petrol,B,1528,FALSE,FALSE,FALSE,FALSE,FALSE,1536105600
